dataset,filename,score,path
aihub,ID2549.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2549.png
aihub,ID2552.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2552.png
aihub,ID2555.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2555.png
aihub,ID2556.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2556.png
aihub,ID2561.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2561.png
aihub,ID2562.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2562.png
aihub,ID2564.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2564.png
aihub,ID2572.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2572.png
aihub,ID2575.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2575.png
aihub,ID2576.png,4,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2576.png
aihub,ID2578.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2578.png
aihub,ID2583.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2583.png
aihub,ID2585.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2585.png
aihub,ID2586.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2586.png
aihub,ID2587.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2587.png
aihub,ID2593.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2593.png
aihub,ID2597.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2597.png
aihub,ID2599.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2599.png
aihub,ID2601.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2601.png
aihub,ID2602.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2602.png
aihub,ID2608.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2608.png
aihub,ID2610.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2610.png
aihub,ID2611.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2611.png
aihub,ID2619.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2619.png
aihub,ID2620.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2620.png
aihub,ID2629.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2629.png
aihub,ID2639.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2639.png
aihub,ID2640.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2640.png
aihub,ID2641.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2641.png
aihub,ID2643.png,4,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2643.png
aihub,ID2646.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2646.png
aihub,ID2647.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2647.png
aihub,ID2649.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2649.png
aihub,ID2652.png,4,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2652.png
aihub,ID2654.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2654.png
aihub,ID2656.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2656.png
aihub,ID2661.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2661.png
aihub,ID2670.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2670.png
aihub,ID2675.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2675.png
aihub,ID2679.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2679.png
aihub,ID2681.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2681.png
aihub,ID2686.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2686.png
aihub,ID2688.png,4,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2688.png
aihub,ID2690.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2690.png
aihub,ID2693.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2693.png
aihub,ID2697.png,4,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2697.png
aihub,ID2699.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2699.png
aihub,ID2701.png,4,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2701.png
aihub,ID2709.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2709.png
aihub,ID2712.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2712.png
aihub,ID2716.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2716.png
aihub,ID2724.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2724.png
aihub,ID2725.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2725.png
aihub,ID2728.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2728.png
aihub,ID2732.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2732.png
aihub,ID2738.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2738.png
aihub,ID2740.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2740.png
aihub,ID2741.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2741.png
aihub,ID2744.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2744.png
aihub,ID2745.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2745.png
aihub,ID2746.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2746.png
aihub,ID2750.png,4,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2750.png
aihub,ID2751.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2751.png
aihub,ID2752.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2752.png
aihub,ID2756.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2756.png
aihub,ID2759.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2759.png
aihub,ID2767.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2767.png
aihub,ID2768.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2768.png
aihub,ID2772.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2772.png
aihub,ID2773.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2773.png
aihub,ID2785.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2785.png
aihub,ID2786.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2786.png
aihub,ID2787.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2787.png
aihub,ID2788.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2788.png
aihub,ID2790.png,5,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2790.png
aihub,ID2792.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2792.png
aihub,ID2794.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2794.png
aihub,ID2795.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2795.png
aihub,ID2796.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2796.png
aihub,ID2803.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2803.png
aihub,ID2805.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2805.png
aihub,ID2807.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2807.png
aihub,ID2808.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2808.png
aihub,ID2809.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2809.png
aihub,ID2813.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2813.png
aihub,ID2818.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2818.png
aihub,ID2822.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2822.png
aihub,ID2825.png,4,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2825.png
aihub,ID2828.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2828.png
aihub,ID2829.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2829.png
aihub,ID2830.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2830.png
aihub,ID2837.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2837.png
aihub,ID2839.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2839.png
aihub,ID2841.png,4,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2841.png
aihub,ID2842.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2842.png
aihub,ID2844.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2844.png
aihub,ID2845.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2845.png
aihub,ID2849.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2849.png
aihub,ID2850.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2850.png
aihub,ID2852.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2852.png
aihub,ID2853.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2853.png
aihub,ID2862.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2862.png
aihub,ID2865.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2865.png
aihub,ID2868.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2868.png
aihub,ID2869.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2869.png
aihub,ID2874.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2874.png
aihub,ID2876.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2876.png
aihub,ID2878.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2878.png
aihub,ID2879.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2879.png
aihub,ID2883.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2883.png
aihub,ID2890.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2890.png
aihub,ID2893.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2893.png
aihub,ID2895.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2895.png
aihub,ID2898.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2898.png
aihub,ID2903.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2903.png
aihub,ID2906.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2906.png
aihub,ID2907.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2907.png
aihub,ID2912.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2912.png
aihub,ID2915.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2915.png
aihub,ID2919.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2919.png
aihub,ID2922.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2922.png
aihub,ID2923.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2923.png
aihub,ID2927.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2927.png
aihub,ID2929.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2929.png
aihub,ID2930.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2930.png
aihub,ID2931.png,4,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2931.png
aihub,ID2932.png,3,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2932.png
aihub,ID2933.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2933.png
aihub,ID2935.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2935.png
aihub,ID2940.png,2,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2940.png
aihub,ID2943.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2943.png
aihub,ID2944.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2944.png
aihub,ID2947.png,1,C:\Users\한국전파진흥협회\Desktop\dataset\combined\images\aihub\ID2947.png
